id,电影详情链接,图片链接,标题,标题2,评分,评价人数,一句话概述,其他信息
187,https://movie.douban.com/subject/1309163/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,恋恋笔记本,The Notebook,8.5,501610,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。,导演:尼克·卡索维茨NickCassavetes主演:瑞恩·高斯林RyanGosling/...2004/美国/剧情爱情
188,https://movie.douban.com/subject/27622447/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.jpg,小偷家族,万引き家族,8.7,623128,我们组成了家。,导演:是枝裕和HirokazuKoreeda主演:中川雅也LilyFranky/安藤樱Sa...2018/日本/剧情犯罪家庭
189,https://movie.douban.com/subject/1300374/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg,绿里奇迹,The Green Mile,8.8,217690,天使暂时离开。,导演:FrankDarabont主演:汤姆·汉克斯TomHanks/大卫·摩斯DavidM...1999/美国/犯罪剧情奇幻悬疑
190,https://movie.douban.com/subject/3011051/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,恐怖游轮,Triangle,8.5,601411,不要企图在重复中寻找已经失去的爱。,导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...2009/英国澳大利亚/剧情悬疑惊悚
191,https://movie.douban.com/subject/25980443/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,海边的曼彻斯特,Manchester by the Sea,8.6,369678,我们都有权利不与自己的过去和解。,导演:肯尼斯·罗纳根KennethLonergan主演:卡西·阿弗莱克CaseyAffle...2016/美国/剧情家庭
192,https://movie.douban.com/subject/1862151/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,疯狂的石头,Crazy Stone,8.5,607957,中国版《两杆大烟枪》。,导演:宁浩HaoNing主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin2006/中国大陆中国香港/喜剧犯罪
193,https://movie.douban.com/subject/26787574/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,奇迹男孩,Wonder,8.6,439009,世界不完美，爱会有奇迹。,导演:斯蒂芬·卓博斯基StephenChbosky主演:雅各布·特伦布莱JacobTr...2017/美国中国香港/剧情儿童家庭
194,https://movie.douban.com/subject/26430107/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,二十二,Twenty Two  /  22,8.7,224962,有一些东西不应该被遗忘。,导演:郭柯KeGuo主演:2015/中国大陆/纪录片
195,https://movie.douban.com/subject/25724855/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,房间,Room,8.8,303039,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,导演:伦尼·阿伯拉罕森LennyAbrahamson主演:布丽·拉尔森BrieLarson...2015/爱尔兰加拿大英国美国/剧情家庭
196,https://movie.douban.com/subject/10808442/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,爱在午夜降临前,Before Midnight,8.8,251472,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...2013/美国希腊/剧情爱情
197,https://movie.douban.com/subject/1307811/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,魔女宅急便,魔女の宅急便,8.6,352167,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,导演:宫崎骏HayaoMiyazaki主演:高山南MinamiTakayama/佐久间玲Re...1989/日本/动画奇幻冒险
198,https://movie.douban.com/subject/1293460/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,雨中曲,Singin' in the Rain,9.0,156659,骨灰级歌舞片。,导演:斯坦利·多南StanleyDonen/吉恩·凯利GeneKelly主演:吉恩·...1952/美国/喜剧歌舞爱情
199,https://movie.douban.com/subject/1296909/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,虎口脱险,La grande vadrouille,8.9,179785,永远看不腻的喜剧。,导演:杰拉尔·乌里GérardOury主演:路易·德·菲耐斯LouisdeFunès...1966/法国英国/喜剧战争
200,https://movie.douban.com/subject/1302827/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,人工智能,Artificial Intelligence: AI,8.6,333433,对爱的执着，可以超越一切。,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:海利·乔·奥斯蒙Haley...2001/美国/剧情科幻
201,https://movie.douban.com/subject/1291879/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,罗生门,羅生門,8.8,231512,人生的N种可能性。,导演:黑泽明AkiraKurosawa主演:三船敏郎ToshirôMifune/京町子...1950/日本/剧情犯罪悬疑
202,https://movie.douban.com/subject/1291844/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,终结者2：审判日,Terminator 2: Judgment Day,8.7,266719,少见的超越首部的续集，动作片中的经典。,导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...1991/美国法国/动作科幻
203,https://movie.douban.com/subject/1308857/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,可可西里,Kekexili: Mountain Patrol,8.8,223038,坚硬的信仰。,导演:陆川ChuanLu主演:多布杰Duobujie/张磊LeiZhang/亓亮QiL...2004/中国大陆中国香港/剧情犯罪
204,https://movie.douban.com/subject/4739952/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,8.4,795095,黑小鸭速效美白记。,导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...2010/泰国/剧情喜剧爱情
205,https://movie.douban.com/subject/1292226/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,2001太空漫游,2001: A Space Odyssey,8.8,216965,现代科幻电影的开山之作，最伟大导演的最伟大影片。,导演:斯坦利·库布里克StanleyKubrick主演:凯尔·杜拉KeirDullea/...1968/英国美国/科幻惊悚冒险
206,https://movie.douban.com/subject/1293908/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,城市之光,City Lights,9.3,97629,永远的小人物，伟大的卓别林。,导演:CharlesChaplin主演:查理·卓别林CharlesChaplin/弗吉尼亚·...1931/美国/喜剧剧情爱情
207,https://movie.douban.com/subject/1309055/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2220723219.jpg,哈利·波特与火焰杯,Harry Potter and the Goblet of Fire,8.6,396610,,导演:迈克·内威尔MikeNewell主演:丹尼尔·雷德克里夫DanielRadclif...2005/英国美国/悬疑奇幻冒险
208,https://movie.douban.com/subject/1293964/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,魂断蓝桥,Waterloo Bridge,8.8,211014,中国式内在的美国电影。,导演:茂文·勒鲁瓦MervynLeRoy主演:费雯·丽VivienLeigh/罗伯特·...1940/美国/剧情爱情战争
209,https://movie.douban.com/subject/1828115/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,色，戒,色|戒  /  色·戒,8.5,520314,假戏真情，爱欲深海,导演:李安AngLee主演:梁朝伟TonyLeungChiuWai/汤唯WeiTang/...2007/中国台湾中国大陆美国中国香港/剧情爱情情色
210,https://movie.douban.com/subject/3443389/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1139181294.jpg,海洋,Océans,9.1,133849,大海啊，不全是水。,导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud主演:...2009/法国瑞士西班牙美国阿联酋/纪录片
211,https://movie.douban.com/subject/1292329/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,牯岭街少年杀人事件,牯嶺街少年殺人事件,8.8,195889,弱者送给弱者的一刀。,导演:杨德昌EdwardYang主演:张震ChenChang/杨静怡LisaYang/张...1991/中国台湾/剧情犯罪
212,https://movie.douban.com/subject/1297518/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p648370300.jpg,九品芝麻官,九品芝麻官之白面包青天  /  Hail the Judge,8.5,426736,,导演:王晶JingWong主演:周星驰StephenChow/吴孟达ManTatNg/...1994/中国香港/剧情喜剧古装
213,https://movie.douban.com/subject/1295865/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,燃情岁月,Legends of the Fall,8.8,224457,传奇，不是每个人都可以拥有。,导演:爱德华·兹威克EdwardZwick主演:布拉德·皮特BradPitt/安东...1994/美国/剧情爱情战争西部
214,https://movie.douban.com/subject/1292287/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,新龙门客栈,新龍門客棧,8.6,335424,嬉笑怒骂，调风动月。,导演:李惠民RaymondLee主演:张曼玉MaggieCheung/林青霞Brigitte...1992/中国香港中国大陆/动作爱情武侠古装
215,https://movie.douban.com/subject/3075287/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,源代码,Source Code,8.5,633451,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal/...2011/美国加拿大/科幻悬疑惊悚
216,https://movie.douban.com/subject/1303394/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,青蛇,Green Snake,8.6,390072,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,导演:徐克HarkTsui主演:张曼玉MaggieCheung/王祖贤JoeyWang/...1993/中国香港中国大陆/剧情爱情奇幻古装
217,https://movie.douban.com/subject/1867345/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1208653481.jpg,遗愿清单,The Bucket List,8.6,290237,用剩余不多的时间，去燃烧整个生命。,导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson/摩根...2007/美国/冒险喜剧剧情
218,https://movie.douban.com/subject/1937946/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2079334409.jpg,穿越时空的少女,時をかける少女,8.6,307718,爱上未来的你。,导演:细田守MamoruHosoda主演:仲里依纱RiisaNaka/石田卓也Takuya...2006/日本/剧情爱情科幻动画
219,https://movie.douban.com/subject/1438652/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,无耻混蛋,Inglourious Basterds,8.6,367825,昆汀同学越来越变态了，比北野武还杜琪峰。,导演:QuentinTarantino主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...2009/德国美国/剧情犯罪
220,https://movie.douban.com/subject/27059130/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,大佛普拉斯,The Great Buddha+,8.7,297521,人们可以登上月球，却永远无法探索人们内心的宇宙。,导演:黄信尧Hsin-yaoHuang主演:庄益增YizengZhuang/陈竹昇Chu-sh...2017/中国台湾/剧情喜剧
221,https://movie.douban.com/subject/1305690/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,阿飞正传,阿飛正傳,8.5,377876,王家卫是一种风格，张国荣是一个代表。,导演:王家卫KarWaiWong主演:张国荣LeslieCheung/张曼玉MaggieC...1990/中国香港/犯罪剧情爱情
222,https://movie.douban.com/subject/26614893/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,完美陌生人,Perfetti sconosciuti,8.5,421719,来啊，互相伤害啊！,导演:保罗·格诺维瑟PaoloGenovese主演:马可·贾利尼MarcoGiallini...2016/意大利/剧情喜剧
223,https://movie.douban.com/subject/1428175/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,血钻,Blood Diamond,8.7,271017,每个美丽事物背后都是滴血的现实。,导演:爱德华·兹威克EdwardZwick主演:莱昂纳多·迪卡普里奥Leonardo...2006/美国德国/剧情惊悚冒险
224,https://movie.douban.com/subject/3592854/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,疯狂的麦克斯4：狂暴之路,Mad Max: Fury Road,8.6,391579,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,导演:乔治·米勒GeorgeMiller主演:汤姆·哈迪TomHardy/查理兹·塞...2015/澳大利亚南非/动作科幻冒险
225,https://movie.douban.com/subject/1308767/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,谍影重重2,The Bourne Supremacy,8.7,273721,谁说王家卫镜头很晃？,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon/...2004/美国德国/动作悬疑惊悚
226,https://movie.douban.com/subject/2222996/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p926535516.jpg,步履不停,歩いても 歩いても,8.8,196186,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,导演:是枝裕和HirokazuKoreeda主演:阿部宽HiroshiAbe/夏川结衣Yu...2008/日本/剧情家庭
227,https://movie.douban.com/subject/1760622/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,香水,Perfume: The Story of a Murderer,8.5,438088,一个单凭体香达到高潮的男人。,导演:汤姆·提克威TomTykwer主演:本·卫肖BenWhishaw/艾伦·瑞克...2006/德国法国西班牙美国/剧情犯罪奇幻
228,https://movie.douban.com/subject/2363506/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,地球上的星星,Taare Zameen Par,8.9,158792,天使保护事件始末。,导演:阿米尔·汗AamirKhan主演:达席尔·萨法瑞DarsheelSafary/阿...2007/印度/剧情儿童家庭
229,https://movie.douban.com/subject/25807345/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,彗星来的那一夜,Coherence,8.5,388160,小成本大魅力。,导演:詹姆斯·沃德·布柯特JamesWardByrkit主演:艾米丽·芭尔多尼Em...2013/美国英国/科幻悬疑惊悚
230,https://movie.douban.com/subject/1419936/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,战争之王,Lord of War,8.7,272169,做一颗让别人需要你的棋子。,导演:安德鲁·尼科尔AndrewNiccol主演:尼古拉斯·凯奇NicolasCage/...2005/美国法国/剧情犯罪
231,https://movie.douban.com/subject/1304102/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,谍影重重,The Bourne Identity,8.6,327007,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,导演:道格·里曼DougLiman主演:马特·达蒙MattDamon/弗兰卡·波坦...2002/美国德国捷克/动作悬疑惊悚
232,https://movie.douban.com/subject/5300054/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2549558913.jpg,波西米亚狂想曲,Bohemian Rhapsody,8.7,436685,,导演:布莱恩·辛格BryanSinger主演:拉米·马雷克RamiMalek/本·哈...2018/英国美国/剧情传记同性音乐
233,https://movie.douban.com/subject/2213597/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,朗读者,The Reader,8.6,380649,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。,导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...2008/美国德国/剧情爱情
234,https://movie.douban.com/subject/1292528/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,猜火车,Trainspotting,8.5,348025,不可猜的青春迷笛。,导演:丹尼·博伊尔DannyBoyle主演:伊万·麦克格雷格EwanMcGregor/...1996/英国/剧情犯罪
235,https://movie.douban.com/subject/2297265/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,浪潮,Die Welle,8.7,212344,世界离独裁只有五天。,导演:丹尼斯·甘塞尔DennisGansel主演:尤尔根·沃格尔JürgenVogel...2008/德国/剧情惊悚
236,https://movie.douban.com/subject/1291568/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg,东京物语,東京物語,9.2,97973,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,导演:小津安二郎YasujirôOzu主演:笠智众ChishûRyû/原节...1953/日本/剧情家庭
237,https://movie.douban.com/subject/6874403/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,再次出发之纽约遇见你,Begin Again,8.6,322271,爱我就给我看你的播放列表。,导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley/马克...2013/美国/喜剧爱情音乐
238,https://movie.douban.com/subject/25954475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,聚焦,Spotlight,8.8,218829,新闻人的理性求真。,导演:托马斯·麦卡锡ThomasMcCarthy主演:马克·鲁弗洛MarkRuffalo/...2015/美国/剧情传记
239,https://movie.douban.com/subject/25921812/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,驴得水,Mr. Donkey,8.3,701811,过去的如果就让它过去了，未来只会越来越糟！,导演:周申ShenZhou/刘露LuLiu主演:任素汐SuxiRen/大力DaLi...2016/中国大陆/剧情喜剧
240,https://movie.douban.com/subject/26393561/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,小萝莉的猴神大叔,Bajrangi Bhaijaan,8.4,378990,宝莱坞的萝莉与大叔。,导演:卡比尔·汗KabirKhan主演:萨尔曼·汗SalmanKhan/哈莎莉·马...2015/印度/剧情喜剧动作
241,https://movie.douban.com/subject/1300117/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,千钧一发,Gattaca,8.8,190552,一部能引人思考的科幻励志片。,导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke/乌玛...1997/美国/剧情科幻惊悚
242,https://movie.douban.com/subject/1397546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg,追随,Following,8.9,141171,诺兰的牛逼来源于内心散发出的恐惧。,导演:克里斯托弗·诺兰ChristopherNolan主演:杰里米·西奥伯德Jeremy...1998/英国/犯罪悬疑惊悚
243,https://movie.douban.com/subject/1304141/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,黑客帝国2：重装上阵,The Matrix Reloaded,8.6,278279,一个精彩的世界观正在缓缓建立。,导演:AndyWachowski/LarryWachowski主演:基努·里维斯KeanuReeves...2003/美国澳大利亚/动作科幻
244,https://movie.douban.com/subject/5908478/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,我爱你,그대를 사랑합니다,9.0,118113,你要相信，这世上真的有爱存在，不管在什么年纪,导演:秋昌民Chang-minChoo主演:宋在河Jae-hoSong/李顺载Soon-jae...2011/韩国/剧情爱情
245,https://movie.douban.com/subject/1291824/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,黑鹰坠落,Black Hawk Down,8.7,223468,还原真实而残酷的战争。,导演:雷德利·斯科特RidleyScott主演:乔什·哈奈特JoshHartnett/...2001/美国/动作历史战争
246,https://movie.douban.com/subject/27010768/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561439800.jpg,寄生虫,기생충,8.7,1025260,,导演:奉俊昊Joon-hoBong主演:宋康昊Kang-hoSong/李善均Seon-gyun...2019/韩国/剧情喜剧
247,https://movie.douban.com/subject/5964718/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189835254.jpg,一次别离,جدایی نادر از سیمین,8.7,205005,只有有信仰的人才能说出事实真相。,导演:阿斯哈·法哈蒂AsgharFarhadi主演:佩曼·莫阿迪PeymanMoadi/...2011/伊朗法国/剧情家庭
248,https://movie.douban.com/subject/27615441/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2542848758.jpg,网络谜踪,Searching,8.6,402054,,导演:阿尼什·查甘蒂AneeshChaganty主演:约翰·赵JohnCho/米切尔...2018/美国俄罗斯/剧情犯罪悬疑惊悚
249,https://movie.douban.com/subject/1292233/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg,发条橙,A Clockwork Orange,8.6,293103,我完全康复了。,导演:斯坦利·库布里克StanleyKubrick主演:马尔科姆·麦克道威尔Malc...1971/英国美国/犯罪剧情科幻
250,https://movie.douban.com/subject/27191492/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2540578887.jpg,四个春天,Four Springs,8.9,126353,来也匆匆去也匆匆，就这样风雨兼程。,导演:陆庆屹LuQingYi主演:陆运坤YunkunLu/李桂贤GuixianLi/...2017/中国大陆/纪录片家庭
